file	name	definition	unit	example	type	min	max	accepted	stics.name
PLT	adilmax	parameter for the maximum dilution curve  [Nplant]=adilmax MS^(-bdilmax)	N% MS	8.47	real	3	10	NA	adilmax
PLT	afpf	logistic parameter defining the fruit sink strength (undetermined growth): relative age of fruit where the rate of growth is maximum		0.4	real	0.01	1	NA	afpf
PLT	allocamx	maximum daily allocation of assimilates towards fruits			real	NA	NA	NA	allocamx
PLT	ampfroid	thermal semi-amplitude of vernalising effect	degrees C	10	real	1	30	NA	ampfroid
PLT	bdens	minimum density as from which there is competition between plants for leaf growth	plants m-2	7	real	1	200	NA	bdens
PLT	bdil	paramtre for the critical dilution curve  [Nplant]=adil MS^(-bdil)		0.442	real	0.01	0.8	NA	bdil
PLT	bdilmax	parameter for the maximum dilution curve  [Nplant]=adilmax MS^(-bdilmax)		0.44	real	0.01	0.8	NA	bdilmax
PLT	belong	parameter for the elongation curve of the coleoptile	degree day -1	0.006	real	0.005	0.04	NA	belong
PLT	bfpf	logistic parameter defining the strength of the fruit sink (undetermined growth): rate of maximum growth as a proportion of maximum fruit weight		4.32	real	0	30	NA	bfpf
PLT	celong	parameter for the elongation curve of the coleoptile	SD	2	real	1	10	NA	celong
PLT	cgrain	number of grains produced (per g MS/d) during the NBJGRAIN period which precedes the NDRP stage	grains gMS -1 day	0.035	real	0.01	1	NA	cgrain
PLT	cgrainv0	number of grains produced when the growth rate is nil	grains m-2	0	real	0	15000	NA	cgrainv0
PLT	codazofruit	option: activation of direct effect of nitrogen status on the number of fruits	1=no 2=yes	1	integer	1	2	NA	codazofruit
PLT	codcalinflo	option: mode of calculation for number of influorescences	1=forced 2=trophic state	2	integer	1	2	NA	codcalinflo
PLT	codebeso	option: calculation of water requirements 	1=kept 2=resistive approach	1	integer	1	2	NA	codebeso
PLT	codebfroid	option: calculation of requirements under cold conditions	1=no 2=vernalisation 3=dormancy	2	integer	1	3	NA	codebfroid
PLT	codedormance	option: calculation of dormancy	1=forced 2=Richardson 3=Bidabe	3	integer	1	3	NA	codedormance
PLT	codegdh	hourly or daily calculation of development unit	1=daily 2=hourly	1	integer	1	2	NA	codegdh
PLT	codegermin	option: passage through a germination phase	1=delay before initiation of the crop 2=direct initiation	1	integer	1	2	NA	codegermin
PLT	codehypo	option: passage through  growth phase 	1=hypocotyledon growth phase 2=plantation of a plantlet 	1	integer	1	2	NA	codehypo
PLT	codeindetermin	option: simulation of leaf and fruit growth	1=determined  2=not determined 	1	integer	1	2	NA	codeindetermin
PLT	codeintercept	option: simulation of rain interception by foliage 	1=yes 2=no	2	integer	1	2	NA	codeintercept
PLT	codeir	option: calculation of grain mass/total biomass ratio	1=proportional to time 2=proportion to summed temperatures 	1	integer	1	2	NA	codeir
PLT	codelaitr	choice between a calculation of the rate of cover and the LAI	1=lai 2=cover rate	1	integer	1	2	NA	codelaitr
PLT	codelegume	leguminous option	1=no 2=yes	1	integer	1	2	NA	codelegume
PLT	codemonocot	Plant code for monocotyledone	1=Monocotyl_done 2=Dicotyl_done	1	integer	1	2	NA	codemonocot
PLT	codeperenne	annual or perennial plant	1=annual 2=perennial	1	integer	1	2	NA	codeperenne
PLT	codephot	option: photoperiodicity of the plant	1=yes 2=no	1	integer	1	2	NA	codephot
PLT	codeplante	coded name of the plant in 3 letters		ble	character	0	0	NA	codeplante
PLT	coderacine	"Choice of module to estimate root growth in terms of volume. THIS MUST BE 2 FOR HI-SAFE TO WORK. IF SET TO 1, THEN CROP ROOT DENSITIES ARE NOT RETURNED TO HI-SAFE BY STICS."	1=by typical profile 2=by true density	2	integer	1	2	NA	coderacine
PLT	coderetflo	option: delayed action of water stress before the DRP stage	1=yes 2=no	1	integer	1.00E+00	2.00E+00	NA	coderetflo
PLT	codesymbiose	option: calculation of symbiotic uptake	1= critical nitrogen 2=activit_ nodosit_s		integer	1	2	NA	codesymbiose
PLT	codetemp	option: mode of calculation for thermal time of the plant	1=air temperature  2=crop temperature	2	integer	1	2	NA	codetemp
PLT	codetemprac	option: mode of calculation for thermal time of roots	1=crop temperature 2=soil temperature 	2	integer	1	2	NA	codetemprac
PLT	codetransrad	option: simulation of radiation interception	1=Beer's law  2=radiation transfers	1	integer	1	2	NA	codetransrad
PLT	codetremp	option: thermal effect on grain filling	1=no 2=yes	1	integer	1	2	NA	codetremp
PLT	codgelflo	activation of frost at flowering	1=no 2=yes	2	integer	1	2.00E+00	NA	codgelflo
PLT	codgeljuv	activation of frost on LAI during juvenile stage	1=no 2=yes	2	integer	1	2	NA	codgeljuv
PLT	codgellev	activation of frost on plantlet	1=no 2=yes	2	integer	1	2	NA	codgellev
PLT	codgelveg	activation of frost on LAI during adult stage	1=no 2=yes	2	integer	1	2	NA	codgelveg
PLT	codlainet	option: calculation of LAI	1=net 2=gross	2	integer	1	2	NA	codlainet
PLT	codtefcroi	option: use of threshold temperatures to calculate efficiency of growth 	1=specific threshold 2= identical to those used for leaf index 		integer	1	2	NA	codtefcroi
PLT	coefamflax	multiplication coefficient for AMFLAX range to use the crop temperature		1	real	1	2	NA	coefamflax
PLT	coefdrpmat	multiplication coefficient for DRPMAT range to use the crop temperature		1	real	1	2	NA	coefdrpmat
PLT	coefflodrp	multiplication coefficient for FLODRP range to use the crop temperature		1	real	1	2	NA	coefflodrp
PLT	coeflaxsen	multiplication coefficient for LAXSEN range to use the crop temperature		1	real	1	2	NA	coeflaxsen
PLT	coeflevamf	multiplication coefficient for LEVAMF range to use the crop temperature		1	real	1	2	NA	coeflevamf
PLT	coeflevdrp	multiplication coefficient for LEVDRP range to use the crop temperature		1	real	1	2	NA	coeflevdrp
PLT	coefmshaut	ratio between biomass and useful cutting height on crops	t ha-1 m-1	0	real	2	50	NA	coefmshaut
PLT	coefsenlan	multiplication coefficient for SENLAN range to use the crop temperature		1	real	1	2	NA	coefsenlan
PLT	concNnodseuil	maximum nitrogen threshold in soil for the setting of nodules	kg.ha-1.mm-1	1.3	real	0	10	NA	concNnodseuil
PLT	concNrac0	nitrogen concentration preventing nodule activity	kg.ha-1.mm-1	1.2	real	0	10	NA	concNrac0
PLT	concNrac100	nitrogen threshold concentration at full nodule activity	kg.ha-1.mm-1	0.4	real	0	2	NA	concNrac100
PLT	contrdamax	maximum constraint on penetration		0.3	real	0	1	NA	contrdamax
PLT	debsenrac	sum of degree.days defining the onset of root senescence (lifespan of a root)	degree days	1000	real	0	2000	NA	debsenrac
PLT	deshydbase	rate of evolution of water content in fruits (>0 or <0)	% d-1	0.015	real	-0.02	0.02	NA	deshydbase
PLT	dfolbas	minimum foliage density in the plant form considered	m2 leaf m-3	1	real	1	10	NA	dfolbas
PLT	dfolhaut	maximum foliage density in the plant form considered	m2 leaf m-3	2	real	1	10	NA	dfolhaut
PLT	dlaimax	maximum rate of production of net leaf surface area	m2 leaf plant-1 degree d-1	0.00032	real	0.000005	0.5	NA	dlaimax
PLT	dlaimaxbrut	maximum rate of gross leaf surface area production	m2 leaf plant-1 degree d-1	0.00032	real	0.000005	0.5	NA	dlaimaxbrut
PLT	draclong	maximum rate of production of root length	cm root plant-1 degree.day-1	110	real	1	1000	NA	draclong
PLT	durvieI	lifespan of a cm of young leaf as a proportion of DURVIEF			real	NA	NA	NA	durvieI
PLT	durviesupmax	proportion of additional lifespan linked to overfertilisation with nitrogen		0.4	real	0	1	NA	durviesupmax
PLT	efcroijuv	maximum growth efficiency during juvenile phase  (LEV-AMF)	g MJ-1	2.5	real	NA	NA	NA	efcroijuv
PLT	efcroirepro	maximum growth effiicency during grain filling phase (DRP-MAT)	g MJ-1	4.25	real	1	10	NA	efcroirepro
PLT	efcroiveg	maximum growth efficiency during vegetative phase (AMF-DRP)	g MJ-1	4.25	real	NA	NA	NA	efcroiveg
PLT	elmax	maximum elongation of coleoptile or hypocotyledon in the dark	cm	4.43	real	2	40	NA	elmax
PLT	envfruit	maximum proportion envelope/grain in mass		0.3	real	0	0.5	NA	envfruit
PLT	extin	coefficient of extinction of PAR in plant cover		0.5	real	0.1	1.5	NA	extin
PLT	fixmax	maximum symbiotic uptake	kgN ha-1 d-1	6	real	2	12	NA	fixmax
PLT	forme	form of leaf density profile of plant: 	1=rectangle  2=triangle	1	integer	1	2	NA	forme
PLT	h2ofeuiljaune	water content of yellow leaves	g water g MF -1	0.15	real	0.05	1	NA	h2ofeuiljaune
PLT	h2ofeuilverte	water content of green leaves	g water g MF -1	0.9	real	0.5	1	NA	h2ofeuilverte
PLT	h2ofrvert	water content of green fruits (before water dynamics)	g water g MF -1	0.4	real	0.1	1	NA	h2ofrvert
PLT	h2oreserve	water content of reserves	g water g MF -1	0.7	real	0.5	1	NA	h2oreserve
PLT	h2otigestruc	water content of structural stems	g water g MF -1	0.6	real	0.5	1	NA	h2otigestruc
PLT	hautbase	height of plant base	m	0	real	0.1	2.00E+00	NA	hautbase
PLT	hautmax	maximum plant height	m	1	real	0.1	5.00E+00	NA	hautmax
PLT	hunod	humidity threshold for nodulation	mm cm soil-1		real	NA	NA	NA	hunod
PLT	idebdorm	day of entry into dormancy	DOY	300	integer	1	999	NA	idebdorm
PLT	ifindorm	day of emergence from dormancy	DOY	70	integer	1	999	NA	ifindorm
PLT	inflomax	maximum number of influorescences per plant	nb pl-1	5	real	0	100	NA	inflomax
PLT	infrecouv	ulai at AMF stage (inflexion point of the rise in the cover rate)		0.85	real	0	3	NA	infrecouv
PLT	inngrain1	minimum inn for net maximum absorption of nitrogen		0.32	real	0.3	2	NA	inngrain1
PLT	inngrain2	maximum inn for net nil absorption of nitrogen		0.78	real	0.3	2	NA	inngrain2
PLT	INNmin	minimum INN value possible for the crop		0.3	real	0	1	NA	INNmin
PLT	innsen	"innsenes function passes through the point (innmin, innsen)"		0.35	real	NA	NA	NA	innsen
PLT	innturgmin	"innsenes function passes through the point (innmin, innturgmin)"		0.3	real	NA	NA	NA	innturgmin
PLT	irmax	maximum harvest index		0.55	real	0.2	1	NA	irmax
PLT	julvernal	Julian day (between 1 and 365) of entry into vernalisation for perennial crops	DOY	274	integer	1	731	NA	julvernal
PLT	jvcmini	minimum number of days of vernalisation	DOY	7	integer	0	20	NA	jvcmini
PLT	Kmabs1	constant of nitrate affinity by the absorption system 1 (high affility) of the roots	micromole. cm root-1	50	real	20	200	NA	Kmabs1
PLT	Kmabs2	constant of nitrate affinity by the absorption system 2 (low affinity) of the roots	micromole. cm root-1	25000	real	4000	40000	NA	Kmabs2
PLT	kmax	maximum cultivation coefficient of the crop (= ETM/ETP)		1.2	real	5.00E-01	4	NA	kmax
PLT	kstemflow	coefficient of extinction linking LAI and stemflow		0	real	0.1	2	NA	kstemflow
PLT	ktrou	coefficient of extinction of PAR through the plant (radiation transfers)	*	0.6	real	0.1	2	NA	ktrou
PLT	laicomp	LAI from which inter-plant competition starts	m2 m-2	0.304	real	0	1	NA	laicomp
PLT	laiplantule	LAI leaf index of plantlet at time of planting	m2 leaves  m-2 soil	0	real	0	8	NA	laiplantule
PLT	longsperac	specific length of roots	cm g-1	18182	real	250	25000	NA	longsperac
PLT	lvfront	root density at the rooting front	cm root.cm-3 soil	0.012	real	0.02	1	NA	lvfront
PLT	masecNmax	above-ground biomass from which the is dilution of nitrogen (critical and maximum curves)	t ha-1	1.54	real	0.05	5	NA	masecNmax
PLT	mouillabil	maximum water retention on leaves	mm LAI-1	0	real	0.05	3	NA	mouillabil
PLT	nbfeuilplant	initial number of leaves per plant at planting	nb pl-1	0	integer	0	10	NA	nbfeuilplant
PLT	nbfgellev	number of leaves per plant at end of plantlet stage (sensitivity to frost)	nb pl-1	2	integer	1	5	NA	nbfgellev
PLT	nbgrmin	minimum number of grains	grains m-2 	0	real	0	10000	NA	nbgrmin
PLT	nbinflo	number of influorescences imposed	nb pl-1	2	real	1	100	NA	nbinflo
PLT	nbjgrain	latency period before DRP for the setting of number of grains	days	30	integer	5	40	NA	nbjgrain
PLT	nboite	number of boxes or age groups of fruits for fruit growth in undetermined plants		10	integer	1	20	NA	nboite
PLT	nlevlim1	number of days after germination after which plant emergence is reduced		10	integer	1	100	NA	nlevlim1
PLT	nlevlim2	number of days after germination after which plant emergence is impossible		50	integer	1	100	NA	nlevlim2
PLT	parazofmorte	parameter for proportionality between C/N of dead leaves and INN		13	real	10	20	NA	parazofmorte
PLT	pentinflores	parameter to calculate number of influorescences		0.8	real	0	10	NA	pentinflores
PLT	pentlaimax	parameter for LAI logistics		5	real	0	10	NA	pentlaimax
PLT	pentrecouv	parameter for cover rate logistics		4.5	real	0	10	NA	pentrecouv
PLT	phobase	baseline photoperiod 	hours	6.3	real	0	24	NA	phobase
PLT	phosat	saturation photoperiod	hours 	20	real	0	24	NA	phosat
PLT	plastochrone	period separating the emission of two leaves on the main stem	degrees C Day		real	NA	NA	NA	plastochrone
PLT	profnod	depth of nodulation	cm	40	real	10	50	NA	profnod
PLT	psisto	absolute value for stomatic closure potential	bars	20	real	1.00E+00	25	NA	psisto
PLT	psiturg	absolute value for start of reduction in cell expansion	bars	4	real	1	15	NA	psiturg
PLT	q10	Q10 used to calculate Bidabe dormancy		3	real	1.5	3.5	NA	q10
PLT	rapforme	ratio between thickness/breadth of plant shape (negative when the base of plant < summit)		3.5	real	-5	5	NA	rapforme
PLT	rapsenturg	definition of soil moisture threshold active to senesecence stress as a proportion of the turgescence threshold		0.5	real	0.5	1.5	NA	rapsenturg
PLT	ratiodurvieI	life span of early leaves expressed as a fraction of the life span of the last leaves emitted DURVIEF		0.8	real	0.00E+00	1	NA	ratiodurvieI
PLT	ratiosen	fraction of senescent biomass (with relation to the total biomass)	between 0 and 1	0.8	real	0	1	NA	ratiosen
PLT	remobres	proportion of reserve which can be remobilised each day			real	0	0.5	NA	remobres
PLT	rsmin	minimum stomatic resistance	s m-1	100	real	20	500	NA	rsmin
PLT	sdrpnou	development range between DRP and NOU (end of setting)	degrees C day		real	NA	NA	NA	sdrpnou
PLT	sea	specific surface area of fruit envelopes	cm2 g-1	40	real	0	300	NA	sea
PLT	sensanox	sensitivity to anoxia (0 = insensitive)		1	real	0	1	NA	sensanox
PLT	sensrsec	sensitivity of roots to soil dryness (1 = insensitive)		0.47	real	0	1	NA	sensrsec
PLT	slamax	maximum SLA of green leaves	cm2 g-1	300	real	50	5.00E+02	NA	slamax
PLT	slamin	minimum SLA of green leaves	cm2 g-1	180	real	50	500	NA	slamin
PLT	spfrmax	threshold to calculate trophic stress on fruit development		1	real	0.7	2	NA	spfrmax
PLT	spfrmin	threshold to calcualte trophic stress on fruit development		0.75	real	0	1	NA	spfrmin
PLT	splaimax	threshold to calculate trophic stress on LAI		1	real	0.7	2	NA	splaimax
PLT	splaimin	threshold to calculate trophic stress on LAI		0.2	real	0.01	1	NA	splaimin
PLT	stdnofno	development range between beginning and end of nodulation	degree.days	500	real	0	500	NA	stdnofno
PLT	stdordebour	development range between emergence from dormancy and budding	degree.days	100	real	0	20000	NA	stdordebour
PLT	stdrpnou	cumulated development units between DRP and NOU stages (end of setting)	degree.days	300	real	0	6000	NA	stdrpnou
PLT	stemflowmax	maximum fraction of rainfall running down stems	between 0 and 1	0	real	0	1	NA	stemflowmax
PLT	stfnofvino	development range between the end of nodulation and the end of nodule life	degree.days	300	real	0	5.00E+02	NA	stfnofvino
PLT	stlevdno	development range between emergence and the start of nodulation	degree.days	150	real	0	5.00E+02	NA	stlevdno
PLT	stoprac	stage of arrest of root growth (LAX or SEN)	NA	sen	character	NA	NA	"LAX,SEN"	stoprac
PLT	stpltger	cumulated development units allowing germination	degree.days	80	real	0	100	NA	stpltger
PLT	stressdev	maximum delay authorised related to stress		0.2	real	0.1	9.00E-01	NA	stressdev
PLT	tauxrecouvkmax	cover rate corresponding to maximum crop coefficient	m2 plant/m2 soil	1	real	0.5	1	NA	tauxrecouvkmax
PLT	tauxrecouvmax	maximum cover rate	m2 plant/m2 soil	1	real	0.5	1	NA	tauxrecouvmax
PLT	tcmax	maximum temperature for growth	degrees C	40	real	10	50	NA	tcmax
PLT	tcmin	minimum temperature for growth	degrees C	0	real	-10	15	NA	tcmin
PLT	tdebgel	temperature of frost onset	degrees C	-4	real	-5	5	NA	tdebgel
PLT	tdmax	maximum threshold temperature for development	degrees C	28	real	15	40	NA	tdmax
PLT	tdmin	minimum threshold temperature for development	degrees C	0	real	-10	15	NA	tdmin
PLT	temax	maximum threshold temperature for growth in biomass	degrees C	40	real	15	40	NA	temax
PLT	temin	minimum threshold temperature for growth in biomass	degrees C	0	real	-10	15	NA	temin
PLT	tempdeshyd	increase in dehydration linked to increase in (Tcult-Tair)	% water degrees C-1	0.01	real	0.0001	0.05	NA	tempdeshyd
PLT	tempnod1	cardinal temperature for nodule activity 	degrees C	0	real	-10	40	NA	tempnod1
PLT	tempnod2	cardinal temperature for nodule activity	degrees C	30	real	-10	40	NA	tempnod2
PLT	tempnod3	cardinal temperature for nodule activity	degrees C	36	real	-10	40	NA	tempnod3
PLT	tempnod4	cardinal temperature for nodule activity	degrees C	50	real	-10	40	NA	tempnod4
PLT	teopt	optimum temperature for growth in biomass	degrees C	10	real	5	30	NA	teopt
PLT	teoptbis	optimum temperature for growth in biomass (if plateau between teopt and teoptbis)	degrees C	20	real	10	35	NA	teoptbis
PLT	tfroid	optimum temperature for vernalisation	degrees C	6.5	real	-5	10	NA	tfroid
PLT	tgelflo10	temperature corresponding to 10% of frost damage on flowers or fruits	degrees C	-4.5	real	-25	0	NA	tgelflo10
PLT	tgelflo90	temperature corresponding to 90% of frost damage on flowers or fruits	degrees C	-6.5	real	-25	0	NA	tgelflo90
PLT	tgeljuv10	temperature corresponding to 10% of frost damage on LAI (juvenile)	degrees C	-10	real	-25	0	NA	tgeljuv10
PLT	tgeljuv90	temperature corresponding to 90% of frost damage on LAI (juvenile)	degrees C	-16	real	-25	0	NA	tgeljuv90
PLT	tgellev10	temperature corresponding to 10% of frost damage on plantlet	degrees C	-4	real	-25	0.00E+00	NA	tgellev10
PLT	tgellev90	temperature corresponding to 90% of frost damage on plantlet	degrees C	-16	real	-25	0	NA	tgellev90
PLT	tgelveg10	temperature corresponding to 10% of frost damage on LAI (adult)	degrees C	-4.5	real	-25	0	NA	tgelveg10
PLT	tgelveg90	temperature corresponding to 10% of frost damage on LAI (adult)	degrees C	-10	real	-25	0	NA	tgelveg90
PLT	tgmin	minimum threshold temperaure used for emergence phase	degrees C	0	real	-10	15	NA	tgmin
PLT	tigefeuil	proportion between stem (structural) and leaf		0.5	real	0	3	NA	tigefeuil
PLT	tletale	lethal temperature	degrees C	-20	real	-30	-1	NA	tletale
PLT	tmaxremp	maximum temperature for grain filling 	degrees C	38	real	10	40	NA	tmaxremp
PLT	tminremp	minimum temperature for grain filling	degrees C	0	real	0	20	NA	tminremp
PLT	tustressmin	"stress threshold (min(turfac,inns)) from which there is an effect on the LAI (supplementary senescence compared with natural senescence)"		0.7	real	NA	NA	NA	tustressmin
PLT	udlaimax	ulai from which the rate of leaf emission diminishes		3	real	1	3	NA	udlaimax
PLT	vitirazo	rate of increase in the nitrogen harvest index	g grain g plant -1 day-1	0.0206	real	0.001	0.04	NA	vitirazo
PLT	vitircarb	rate of increase in the carbon harvest index	g grain g plant -1 day-1	0.0121	real	0.001	0.02	NA	vitircarb
PLT	vitircarbT	thermal rate of increase in the carbon harvest index	g grain g plant-1 degree.day-1	0.0007	real	0.00005	0.002	NA	vitircarbT
PLT	vitno	rate of installation of nodules as a proportion of fixmax by degree.days	nb degree.days-1	0.003	real	0.001	0.01	NA	vitno
PLT	vitprophuile	rate of increase in oil harvest index	g oil g dry matter d-1	0	real	0.001	0.01	NA	vitprophuile
PLT	vitpropsucre	rate of increase in sugar harvest index	g sugar g dry matter d-1	0.0008	real	0.001	0.01	NA	vitpropsucre
PLT	vlaimax	ULAI at inflexion point of the DELTAI=f(ULAI) function		2.2	real	1.5	2.5	NA	vlaimax
PLT	Vmax1	maximum rate of nitrate absorption by absorption system 1 (high affinity) in roots	micromole cm-1 h-1	0.0018	real	0.0002	0.01	NA	Vmax1
PLT	Vmax2	maximum rate of nitrate absorption by absorption system 2 (low affinity) in roots	micromole cm-1 h-1	0.05	real	0.002	0.1	NA	Vmax2
PLT	zlabour	"depth of tillage. NOT USED FOR HI-SAFE. Only used when coderacine == 1, which is NEVER with Hi-sAFe. Coderacine must be 1 for Hi-sAFe to work. "	cm	30	real	0	100	NA	zlabour
PLT	zpente	"depth of level at which root density is reduced by half when compared with surface, for reference profile"	cm 	100	real	10	200	NA	zpente
PLT	zprlim	maximum depth of root profile for reference profile	cm 	200	real	10	200	NA	zprlim
PLT	codevar	Variety code		Claudio	character	NA	NA	NA	codevar
PLT	stlevamf	cumulated development units between the LEV and AMF stages	degree.days	775	real	NA	NA	NA	stlevamf
PLT	stamflax	cumulated development units between AMF and LAX stages	degree.days	198	real	NA	NA	NA	stamflax
PLT	stlevdrp	cumulated development units between the LEV and DRP stages	degree.days	1422	real	0	6000	NA	stlevdrp
PLT	stflodrp	development range between FLO and  DRP (indicative only)	degree.days	10	real	0	500	NA	stflodrp
PLT	stdrpdes	development range between DRP and start of water dynamics	degree.days	551	real	0	900	NA	stdrpdes
PLT	pgrainmaxi	maximum weight of a grain (% water)	g	0.04003	real	0	5.00E+00	NA	pgrainmaxi
PLT	adens	parameter to compensate between the number of stems and the density of plants		-0.4864	real	-2	0	NA	adens
PLT	croirac	growth rate of root front 	cm degree.day-1	0.2	real	0	0.5	NA	croirac
PLT	durvieF	lifespan of a cm of adult leaf	Q10	182	real	10	500	NA	durvieF
PLT	jvc	number of days of vernalisation	DOY	26	integer	0	70	NA	jvc
PLT	sensiphot	sensitivity to photoperiod (1 = insensitive)		0.9	real	0	1	NA	sensiphot
PLT	stlaxsen	cumulated development units between the LAX and SEN stages	degree.days	960	real	NA	NA	NA	stlaxsen
PLT	stsenlan	cumulated development units between the SEN and LAN stages	degree.days	250	real	0	6000	NA	stsenlan
PLT	nbgrmax	maximum number of grains	grains m-2	20000	real	0	1000000	NA	nbgrmax
PLT	stdrpmat	cumulated development units between DRP and MAT stages	degree.days	522	real	0	2000	NA	stdrpmat
PLT	afruitpot	maximum number of set fruits per influorescence and by degree.day (undetermined growth)	nofruits degrees CJ-1	0	real	0.5	20	NA	afruitpot
PLT	dureefruit	duration of growth of a fruit from setting to physiological maturity	degree days	0	real	10	2000	NA	dureefruit
PLT	cropRootDiameter	fine roots diameter 	cm	0.02	real	0	NA	NA	rootDiameter 
PLT	cropRootConductivity	Root axial conductance 	cm cm-1	0.00001	real	0	NA	NA	rootConductivity 
PLT	cropAlpha	Parameter for transpiration reduction factor following Campbell		0.1	real	NA	NA	NA	alpha 
PLT	cropMinTranspirationPotential	Min Transpiration Potential	cm	-30000	real	NA	0	NA	minTranspirationPotential 
PLT	cropBufferPotential	Potential drop needed to enter the root expressed as a % of soil water potential 	%	0.15	real	0	100	NA	bufferPotential 
PLT	cropLongitudinalResistantFactor	Longitudinal resistance factor for root sap 	mm cm-1 m-1	50	real	0.00E+00	NA	NA	longitudinalResistantFactor 
PLT	cropHarmonicWeightedMean	"The relative influence of dry voxels on the calculation of the averaged soil water potential perceived by the crop
(When == 1, the harmonic average is used.)"	unitless	1	real	NA	NA	NA	NA
TEC	nbjtrav	Number of soil management item			integer	0	NA	NA	nbjtrav
TEC	nbjres	Number of soil of residue incorporation			integer	0	NA	NA	nbjres
TEC	julres	Date of soil residue incorporation	DOY		integer	1	731	NA	julres
TEC	coderes	type of residue	"1=crop residues, 2=CI residues, 3=animal waste, 4=OM compost, 5=SE mud, 6=grape waste, 7=horn, 8=other"		integer	1	8	NA	coderes
TEC	qres	quantity of crop residues or organic inputs provided to the soil (fresh materials)	t fresh material ha-1		real	0	NA	NA	qres
TEC	Crespc	proportion of carbon in residues			real	0	100	NA	Crespc
TEC	CsurNres	C/N ratio of crop residues or organic inputs			real	0	NA	NA	CsurNres
TEC	Nminres	mineral N content of organic residues	% fresh material		real	0	100	NA	Nminres
TEC	eaures	water content of organic residues	% fresh material		real	0	100	NA	eaures
TEC	jultrav	Date of soil management	DOY		integer	1	731	NA	jultrav
TEC	profres	minimum depth of residue incorporation	cm		real	0	30	NA	profres
TEC	proftrav	depth of tillage and/or incorporation of organic residues  (max. 40 cm)	cm		real	0	50	NA	proftrav
TEC	iplt0	Date of sowing	DOY		integer	1	731	NA	iplt0
TEC	profsem	Depth of sowing	cm		real	0	10	NA	profsem
TEC	densitesem	Density of sowing	nb plants m-2		real	0.05	2000	NA	densitesem
TEC	variete	Variety	1-n		integer	1	200	NA	variete
TEC	codetradtec	description of crop structure with use of radiation transfer 	"1 = yes, 2 = no"		integer	1	2	NA	codetradtec
TEC	interrang	width of the crop interrow	m		real	0	10	NA	interrang
TEC	orientrang	direction of crop rows (relative to north)	rad		real	0	6.28	NA	orientrang
TEC	codedecisemis	option to activate the moisture effect on harvest decision 	"1 = yes, 2 = no"		integer	1	2	NA	codedecisemis
TEC	nbjmaxapressemis	maximal delay allowed for sowing (number of days) (if the soil compaction option is activated)			integer	0	90	NA	nbjmaxapressemis
TEC	nbjseuiltempref	number of days without frost for sowing (if sowing decision option is activated)			integer	1	60	NA	nbjseuiltempref
TEC	codestade	option: forcing of one or more developmental stages	"1 = yes, 2 = no"		integer	1	2	NA	codestade
TEC	ilev	"Julian day of LEV stage (emergence) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	ilev
TEC	iamf	"Julian day of AMF stage (maximum acceleration of leaf growth, end of juvenile phase) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	iamf
TEC	ilax	"Julian day of LAX  stage (maximum leaf index) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	ilax
TEC	isen	"Julian day of SEN stage (clear onset of senescence) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	isen
TEC	ilan	"Julian day of LAN stage (no leaf index) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	ilan
TEC	iflo	"Julian day of flowering stage if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	iflo
TEC	idrp	"Julian day of DRP stage (beginning of grain filling)  if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	idrp
TEC	imat	"Julian day of MAT stage (physiological maturity) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	imat
TEC	irec	"Julian day of REC stage (harvest) if this stage is observed (if not, 999)"	DOY		integer	1	999	NA	irec
TEC	irecbutoir	latest date of harvest (imposed if the crop cycle is not finished at this date)	DOY		integer	1	731	NA	irecbutoir
TEC	nap	Number of irrigation item			integer	0	NA	NA	nap
TEC	julapI	Irrigation date	DOY		integer	1	731	NA	julapI
TEC	qte	Quantity of water	mm		real	0	NA	NA	qte
TEC	effirr	irrigation efficiency			real	0.2	1	NA	effirr
TEC	codecalirrig	code to activate the automatic calculation of irrigation requirements 	"1 = yes, 2 = no"		integer	1	2	NA	codecalirrig
TEC	ratiol	water stress index below which irrigation is started in automatic mode	0 in manual mode		real	0.2	1	NA	ratiol
TEC	dosimx	maximum water amount of irrigation authorised at each time step (mode automatic irrigation)	mm d-1		real	10	500	NA	dosimx
TEC	doseirrigmin	minimal amount of irrigation	mm		real	0	500	NA	doseirrigmin
TEC	codedateappH2O	irrigation application dates given as sum of temperatures 	"1 = yes, 2 = no"		integer	1	2	NA	codedateappH2O
TEC	codlocirrig	code of irrigation localisation: 	"1= above the foliage, 2= below the foliage above the soil, 3 = in the soil"		integer	1	3	NA	codlocirrig
TEC	locirrig	soil depth at which irrigation is applied	cm		integer	0	30	NA	locirrig
TEC	profmes	depth of measurement of the soil water reserve	cm		real	10	1000	NA	profmes
TEC	engrais	type of fertiliser	"1= ammonium sulphate, 2=ammonium nitrate, 3= ammonium nitrate + calcium, 4= anhydrous ammonia, 5=urea, 6=di-ammonium phosphate, 7=solution, 8=other"		integer	1	8	NA	engrais
